scenario,measure_id,measure_name,vaccine_name,location_id,location_name,sex_id,sex_name,year_id,mean,lower,upper
better,18,Proportion,MCV2,67,Japan,3,Both,2025,0.997,0.996,0.997
worse,18,Proportion,MCV2,67,Japan,3,Both,2026,0.9,0.867,0.923
reference,18,Proportion,MCV2,67,Japan,3,Both,2026,0.963,0.932,0.985
better,18,Proportion,MCV2,67,Japan,3,Both,2026,0.997,0.997,0.997
worse,18,Proportion,MCV2,67,Japan,3,Both,2027,0.881,0.847,0.905
reference,18,Proportion,MCV2,67,Japan,3,Both,2027,0.964,0.933,0.985
better,18,Proportion,MCV2,67,Japan,3,Both,2027,0.997,0.997,0.998
worse,18,Proportion,MCV2,67,Japan,3,Both,2028,0.862,0.828,0.887
reference,18,Proportion,MCV2,67,Japan,3,Both,2028,0.964,0.934,0.985
better,18,Proportion,MCV2,67,Japan,3,Both,2028,0.997,0.997,0.998
worse,18,Proportion,MCV2,67,Japan,3,Both,2029,0.843,0.809,0.869
reference,18,Proportion,MCV2,67,Japan,3,Both,2029,0.965,0.935,0.985
better,18,Proportion,MCV2,67,Japan,3,Both,2029,0.998,0.997,0.998
worse,18,Proportion,MCV2,67,Japan,3,Both,2030,0.825,0.792,0.852
reference,18,Proportion,MCV2,67,Japan,3,Both,2030,0.965,0.936,0.986
better,18,Proportion,MCV2,67,Japan,3,Both,2030,0.998,0.997,0.998
worse,18,Proportion,PCV3,67,Japan,3,Both,2024,0.942,0.873,0.966
reference,18,Proportion,PCV3,67,Japan,3,Both,2024,0.96,0.89,0.983
better,18,Proportion,PCV3,67,Japan,3,Both,2024,0.985,0.918,0.997
worse,18,Proportion,PCV3,67,Japan,3,Both,2025,0.925,0.857,0.949
reference,18,Proportion,PCV3,67,Japan,3,Both,2025,0.96,0.892,0.983
better,18,Proportion,PCV3,67,Japan,3,Both,2025,0.993,0.948,0.997
worse,18,Proportion,PCV3,67,Japan,3,Both,2026,0.909,0.841,0.933
reference,18,Proportion,PCV3,67,Japan,3,Both,2026,0.961,0.893,0.984
better,18,Proportion,PCV3,67,Japan,3,Both,2026,0.995,0.979,0.997
worse,18,Proportion,PCV3,67,Japan,3,Both,2027,0.892,0.826,0.916
reference,18,Proportion,PCV3,67,Japan,3,Both,2027,0.961,0.895,0.984
better,18,Proportion,PCV3,67,Japan,3,Both,2027,0.996,0.996,0.997
worse,18,Proportion,PCV3,67,Japan,3,Both,2028,0.876,0.812,0.901
reference,18,Proportion,PCV3,67,Japan,3,Both,2028,0.962,0.896,0.984
better,18,Proportion,PCV3,67,Japan,3,Both,2028,0.996,0.996,0.997
worse,18,Proportion,PCV3,67,Japan,3,Both,2029,0.861,0.797,0.886
reference,18,Proportion,PCV3,67,Japan,3,Both,2029,0.962,0.897,0.984
better,18,Proportion,PCV3,67,Japan,3,Both,2029,0.997,0.996,0.997
worse,18,Proportion,PCV3,67,Japan,3,Both,2030,0.845,0.783,0.871
reference,18,Proportion,PCV3,67,Japan,3,Both,2030,0.963,0.898,0.984
better,18,Proportion,PCV3,67,Japan,3,Both,2030,0.997,0.996,0.997
worse,18,Proportion,DTP3,68,Republic of Korea,3,Both,2024,0.956,0.928,0.97
reference,18,Proportion,DTP3,68,Republic of Korea,3,Both,2024,0.974,0.946,0.988
better,18,Proportion,DTP3,68,Republic of Korea,3,Both,2024,0.998,0.977,1
worse,18,Proportion,DTP3,68,Republic of Korea,3,Both,2025,0.939,0.912,0.953
reference,18,Proportion,DTP3,68,Republic of Korea,3,Both,2025,0.974,0.947,0.988
better,18,Proportion,DTP3,68,Republic of Korea,3,Both,2025,1,1,1
worse,18,Proportion,DTP3,68,Republic of Korea,3,Both,2026,0.922,0.895,0.936
reference,18,Proportion,DTP3,68,Republic of Korea,3,Both,2026,0.974,0.948,0.988
better,18,Proportion,DTP3,68,Republic of Korea,3,Both,2026,1,1,1
worse,18,Proportion,DTP3,68,Republic of Korea,3,Both,2027,0.905,0.879,0.919
reference,18,Proportion,DTP3,68,Republic of Korea,3,Both,2027,0.975,0.949,0.988
better,18,Proportion,DTP3,68,Republic of Korea,3,Both,2027,1,1,1
worse,18,Proportion,DTP3,68,Republic of Korea,3,Both,2028,0.889,0.864,0.903
reference,18,Proportion,DTP3,68,Republic of Korea,3,Both,2028,0.975,0.95,0.988
better,18,Proportion,DTP3,68,Republic of Korea,3,Both,2028,1,1,1
worse,18,Proportion,DTP3,68,Republic of Korea,3,Both,2029,0.873,0.848,0.887
reference,18,Proportion,DTP3,68,Republic of Korea,3,Both,2029,0.976,0.95,0.989
better,18,Proportion,DTP3,68,Republic of Korea,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,68,Republic of Korea,3,Both,2030,0.857,0.833,0.872
reference,18,Proportion,DTP3,68,Republic of Korea,3,Both,2030,0.976,0.951,0.989
better,18,Proportion,DTP3,68,Republic of Korea,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,68,Republic of Korea,3,Both,2024,0.949,0.914,0.969
reference,18,Proportion,MCV2,68,Republic of Korea,3,Both,2024,0.971,0.937,0.987
better,18,Proportion,MCV2,68,Republic of Korea,3,Both,2024,0.988,0.969,0.992
worse,18,Proportion,MCV2,68,Republic of Korea,3,Both,2025,0.928,0.893,0.952
reference,18,Proportion,MCV2,68,Republic of Korea,3,Both,2025,0.971,0.938,0.987
better,18,Proportion,MCV2,68,Republic of Korea,3,Both,2025,0.989,0.985,0.992
worse,18,Proportion,MCV2,68,Republic of Korea,3,Both,2026,0.908,0.869,0.937
reference,18,Proportion,MCV2,68,Republic of Korea,3,Both,2026,0.971,0.939,0.987
better,18,Proportion,MCV2,68,Republic of Korea,3,Both,2026,0.989,0.985,0.992
worse,18,Proportion,MCV2,68,Republic of Korea,3,Both,2027,0.888,0.847,0.921
reference,18,Proportion,MCV2,68,Republic of Korea,3,Both,2027,0.972,0.94,0.987
better,18,Proportion,MCV2,68,Republic of Korea,3,Both,2027,0.989,0.985,0.992
worse,18,Proportion,MCV2,68,Republic of Korea,3,Both,2028,0.869,0.826,0.906
reference,18,Proportion,MCV2,68,Republic of Korea,3,Both,2028,0.972,0.94,0.987
better,18,Proportion,MCV2,68,Republic of Korea,3,Both,2028,0.989,0.985,0.992
worse,18,Proportion,MCV2,68,Republic of Korea,3,Both,2029,0.85,0.803,0.891
reference,18,Proportion,MCV2,68,Republic of Korea,3,Both,2029,0.972,0.941,0.987
better,18,Proportion,MCV2,68,Republic of Korea,3,Both,2029,0.989,0.985,0.992
worse,18,Proportion,MCV2,68,Republic of Korea,3,Both,2030,0.831,0.781,0.876
reference,18,Proportion,MCV2,68,Republic of Korea,3,Both,2030,0.972,0.942,0.987
better,18,Proportion,MCV2,68,Republic of Korea,3,Both,2030,0.989,0.985,0.992
worse,18,Proportion,PCV3,68,Republic of Korea,3,Both,2024,0.954,0.927,0.968
reference,18,Proportion,PCV3,68,Republic of Korea,3,Both,2024,0.971,0.944,0.986
better,18,Proportion,PCV3,68,Republic of Korea,3,Both,2024,0.995,0.975,0.998
worse,18,Proportion,PCV3,68,Republic of Korea,3,Both,2025,0.937,0.911,0.951
reference,18,Proportion,PCV3,68,Republic of Korea,3,Both,2025,0.972,0.945,0.986
better,18,Proportion,PCV3,68,Republic of Korea,3,Both,2025,0.998,0.998,0.998
worse,18,Proportion,PCV3,68,Republic of Korea,3,Both,2026,0.92,0.894,0.934
reference,18,Proportion,PCV3,68,Republic of Korea,3,Both,2026,0.973,0.946,0.986
better,18,Proportion,PCV3,68,Republic of Korea,3,Both,2026,0.998,0.998,0.998
worse,18,Proportion,PCV3,68,Republic of Korea,3,Both,2027,0.904,0.878,0.918
reference,18,Proportion,PCV3,68,Republic of Korea,3,Both,2027,0.973,0.947,0.987
better,18,Proportion,PCV3,68,Republic of Korea,3,Both,2027,0.998,0.998,0.998
worse,18,Proportion,PCV3,68,Republic of Korea,3,Both,2028,0.888,0.862,0.902
reference,18,Proportion,PCV3,68,Republic of Korea,3,Both,2028,0.974,0.948,0.987
better,18,Proportion,PCV3,68,Republic of Korea,3,Both,2028,0.998,0.998,0.999
worse,18,Proportion,PCV3,68,Republic of Korea,3,Both,2029,0.872,0.846,0.887
reference,18,Proportion,PCV3,68,Republic of Korea,3,Both,2029,0.974,0.949,0.987
better,18,Proportion,PCV3,68,Republic of Korea,3,Both,2029,0.999,0.998,0.999
worse,18,Proportion,PCV3,68,Republic of Korea,3,Both,2030,0.856,0.83,0.872
reference,18,Proportion,PCV3,68,Republic of Korea,3,Both,2030,0.975,0.949,0.988
better,18,Proportion,PCV3,68,Republic of Korea,3,Both,2030,0.999,0.999,0.999
worse,18,Proportion,DTP3,69,Singapore,3,Both,2024,0.925,0.899,0.944
reference,18,Proportion,DTP3,69,Singapore,3,Both,2024,0.942,0.918,0.962
better,18,Proportion,DTP3,69,Singapore,3,Both,2024,0.973,0.946,0.994
worse,18,Proportion,DTP3,69,Singapore,3,Both,2025,0.908,0.882,0.927
reference,18,Proportion,DTP3,69,Singapore,3,Both,2025,0.943,0.919,0.963
better,18,Proportion,DTP3,69,Singapore,3,Both,2025,0.996,0.977,1
worse,18,Proportion,DTP3,69,Singapore,3,Both,2026,0.892,0.866,0.911
reference,18,Proportion,DTP3,69,Singapore,3,Both,2026,0.944,0.92,0.963
better,18,Proportion,DTP3,69,Singapore,3,Both,2026,1,1,1
worse,18,Proportion,DTP3,69,Singapore,3,Both,2027,0.876,0.85,0.895
reference,18,Proportion,DTP3,69,Singapore,3,Both,2027,0.945,0.921,0.964
better,18,Proportion,DTP3,69,Singapore,3,Both,2027,1,1,1
worse,18,Proportion,DTP3,69,Singapore,3,Both,2028,0.86,0.835,0.88
reference,18,Proportion,DTP3,69,Singapore,3,Both,2028,0.946,0.923,0.964
better,18,Proportion,DTP3,69,Singapore,3,Both,2028,1,1,1
worse,18,Proportion,DTP3,69,Singapore,3,Both,2029,0.845,0.819,0.865
reference,18,Proportion,DTP3,69,Singapore,3,Both,2029,0.947,0.924,0.965
better,18,Proportion,DTP3,69,Singapore,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,69,Singapore,3,Both,2030,0.83,0.804,0.85
reference,18,Proportion,DTP3,69,Singapore,3,Both,2030,0.948,0.925,0.965
better,18,Proportion,DTP3,69,Singapore,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,69,Singapore,3,Both,2024,0.847,0.799,0.888
reference,18,Proportion,MCV2,69,Singapore,3,Both,2024,0.867,0.822,0.906
better,18,Proportion,MCV2,69,Singapore,3,Both,2024,0.897,0.851,0.934
worse,18,Proportion,MCV2,69,Singapore,3,Both,2025,0.828,0.779,0.872
reference,18,Proportion,MCV2,69,Singapore,3,Both,2025,0.868,0.824,0.907
better,18,Proportion,MCV2,69,Singapore,3,Both,2025,0.927,0.883,0.957
worse,18,Proportion,MCV2,69,Singapore,3,Both,2026,0.81,0.76,0.856
reference,18,Proportion,MCV2,69,Singapore,3,Both,2026,0.87,0.825,0.908
better,18,Proportion,MCV2,69,Singapore,3,Both,2026,0.946,0.915,0.96
worse,18,Proportion,MCV2,69,Singapore,3,Both,2027,0.793,0.741,0.84
reference,18,Proportion,MCV2,69,Singapore,3,Both,2027,0.871,0.827,0.908
better,18,Proportion,MCV2,69,Singapore,3,Both,2027,0.951,0.937,0.96
worse,18,Proportion,MCV2,69,Singapore,3,Both,2028,0.775,0.723,0.824
reference,18,Proportion,MCV2,69,Singapore,3,Both,2028,0.872,0.829,0.909
better,18,Proportion,MCV2,69,Singapore,3,Both,2028,0.952,0.939,0.96
worse,18,Proportion,MCV2,69,Singapore,3,Both,2029,0.758,0.705,0.81
reference,18,Proportion,MCV2,69,Singapore,3,Both,2029,0.873,0.831,0.91
better,18,Proportion,MCV2,69,Singapore,3,Both,2029,0.952,0.939,0.96
worse,18,Proportion,MCV2,69,Singapore,3,Both,2030,0.742,0.687,0.794
reference,18,Proportion,MCV2,69,Singapore,3,Both,2030,0.875,0.832,0.91
better,18,Proportion,MCV2,69,Singapore,3,Both,2030,0.952,0.939,0.96
worse,18,Proportion,PCV3,69,Singapore,3,Both,2024,0.884,0.858,0.904
reference,18,Proportion,PCV3,69,Singapore,3,Both,2024,0.901,0.876,0.92
better,18,Proportion,PCV3,69,Singapore,3,Both,2024,0.93,0.904,0.95
worse,18,Proportion,PCV3,69,Singapore,3,Both,2025,0.874,0.848,0.895
reference,18,Proportion,PCV3,69,Singapore,3,Both,2025,0.908,0.884,0.927
better,18,Proportion,PCV3,69,Singapore,3,Both,2025,0.959,0.941,0.966
worse,18,Proportion,PCV3,69,Singapore,3,Both,2026,0.863,0.836,0.885
reference,18,Proportion,PCV3,69,Singapore,3,Both,2026,0.914,0.89,0.933
better,18,Proportion,PCV3,69,Singapore,3,Both,2026,0.968,0.965,0.971
worse,18,Proportion,PCV3,69,Singapore,3,Both,2027,0.851,0.823,0.873
reference,18,Proportion,PCV3,69,Singapore,3,Both,2027,0.919,0.895,0.937
better,18,Proportion,PCV3,69,Singapore,3,Both,2027,0.972,0.969,0.974
worse,18,Proportion,PCV3,69,Singapore,3,Both,2028,0.838,0.811,0.861
reference,18,Proportion,PCV3,69,Singapore,3,Both,2028,0.922,0.899,0.94
better,18,Proportion,PCV3,69,Singapore,3,Both,2028,0.975,0.972,0.977
worse,18,Proportion,PCV3,69,Singapore,3,Both,2029,0.825,0.797,0.849
reference,18,Proportion,PCV3,69,Singapore,3,Both,2029,0.925,0.902,0.943
better,18,Proportion,PCV3,69,Singapore,3,Both,2029,0.977,0.975,0.979
worse,18,Proportion,PCV3,69,Singapore,3,Both,2030,0.811,0.783,0.835
reference,18,Proportion,PCV3,69,Singapore,3,Both,2030,0.927,0.904,0.945
better,18,Proportion,PCV3,69,Singapore,3,Both,2030,0.978,0.976,0.98
worse,18,Proportion,DTP3,71,Australia,3,Both,2024,0.911,0.867,0.942
reference,18,Proportion,DTP3,71,Australia,3,Both,2024,0.929,0.885,0.96
better,18,Proportion,DTP3,71,Australia,3,Both,2024,0.959,0.912,0.991
worse,18,Proportion,DTP3,71,Australia,3,Both,2025,0.895,0.851,0.925
reference,18,Proportion,DTP3,71,Australia,3,Both,2025,0.93,0.886,0.96
better,18,Proportion,DTP3,71,Australia,3,Both,2025,0.987,0.943,1
worse,18,Proportion,DTP3,71,Australia,3,Both,2026,0.879,0.835,0.907
reference,18,Proportion,DTP3,71,Australia,3,Both,2026,0.931,0.888,0.961
better,18,Proportion,DTP3,71,Australia,3,Both,2026,0.998,0.974,1
worse,18,Proportion,DTP3,71,Australia,3,Both,2027,0.863,0.819,0.891
reference,18,Proportion,DTP3,71,Australia,3,Both,2027,0.932,0.89,0.962
better,18,Proportion,DTP3,71,Australia,3,Both,2027,1,1,1
worse,18,Proportion,DTP3,71,Australia,3,Both,2028,0.848,0.805,0.875
reference,18,Proportion,DTP3,71,Australia,3,Both,2028,0.933,0.891,0.962
better,18,Proportion,DTP3,71,Australia,3,Both,2028,1,1,1
worse,18,Proportion,DTP3,71,Australia,3,Both,2029,0.833,0.791,0.859
reference,18,Proportion,DTP3,71,Australia,3,Both,2029,0.934,0.893,0.963
better,18,Proportion,DTP3,71,Australia,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,71,Australia,3,Both,2030,0.818,0.776,0.844
reference,18,Proportion,DTP3,71,Australia,3,Both,2030,0.935,0.894,0.963
better,18,Proportion,DTP3,71,Australia,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,71,Australia,3,Both,2024,0.973,0.953,0.983
reference,18,Proportion,MCV2,71,Australia,3,Both,2024,0.997,0.992,0.998
better,18,Proportion,MCV2,71,Australia,3,Both,2024,0.998,0.997,0.999
worse,18,Proportion,MCV2,71,Australia,3,Both,2025,0.95,0.914,0.968
reference,18,Proportion,MCV2,71,Australia,3,Both,2025,0.997,0.993,0.998
better,18,Proportion,MCV2,71,Australia,3,Both,2025,0.998,0.997,0.999
worse,18,Proportion,MCV2,71,Australia,3,Both,2026,0.928,0.877,0.953
reference,18,Proportion,MCV2,71,Australia,3,Both,2026,0.997,0.993,0.999
better,18,Proportion,MCV2,71,Australia,3,Both,2026,0.998,0.997,0.999
worse,18,Proportion,MCV2,71,Australia,3,Both,2027,0.906,0.842,0.939
reference,18,Proportion,MCV2,71,Australia,3,Both,2027,0.997,0.993,0.999
better,18,Proportion,MCV2,71,Australia,3,Both,2027,0.999,0.998,0.999
worse,18,Proportion,MCV2,71,Australia,3,Both,2028,0.885,0.81,0.924
reference,18,Proportion,MCV2,71,Australia,3,Both,2028,0.997,0.994,0.999
better,18,Proportion,MCV2,71,Australia,3,Both,2028,0.999,0.998,0.999
worse,18,Proportion,MCV2,71,Australia,3,Both,2029,0.864,0.779,0.91
reference,18,Proportion,MCV2,71,Australia,3,Both,2029,0.997,0.994,0.999
better,18,Proportion,MCV2,71,Australia,3,Both,2029,0.999,0.998,0.999
worse,18,Proportion,MCV2,71,Australia,3,Both,2030,0.844,0.75,0.896
reference,18,Proportion,MCV2,71,Australia,3,Both,2030,0.997,0.994,0.999
better,18,Proportion,MCV2,71,Australia,3,Both,2030,0.999,0.998,0.999
worse,18,Proportion,PCV3,71,Australia,3,Both,2024,0.911,0.866,0.941
reference,18,Proportion,PCV3,71,Australia,3,Both,2024,0.928,0.884,0.959
better,18,Proportion,PCV3,71,Australia,3,Both,2024,0.958,0.911,0.99
worse,18,Proportion,PCV3,71,Australia,3,Both,2025,0.894,0.85,0.924
reference,18,Proportion,PCV3,71,Australia,3,Both,2025,0.929,0.886,0.96
better,18,Proportion,PCV3,71,Australia,3,Both,2025,0.986,0.942,0.999
worse,18,Proportion,PCV3,71,Australia,3,Both,2026,0.878,0.834,0.907
reference,18,Proportion,PCV3,71,Australia,3,Both,2026,0.931,0.887,0.96
better,18,Proportion,PCV3,71,Australia,3,Both,2026,0.997,0.973,0.999
worse,18,Proportion,PCV3,71,Australia,3,Both,2027,0.863,0.818,0.89
reference,18,Proportion,PCV3,71,Australia,3,Both,2027,0.932,0.889,0.961
better,18,Proportion,PCV3,71,Australia,3,Both,2027,0.999,0.999,0.999
worse,18,Proportion,PCV3,71,Australia,3,Both,2028,0.847,0.804,0.874
reference,18,Proportion,PCV3,71,Australia,3,Both,2028,0.933,0.89,0.961
better,18,Proportion,PCV3,71,Australia,3,Both,2028,0.999,0.999,0.999
worse,18,Proportion,PCV3,71,Australia,3,Both,2029,0.832,0.79,0.859
reference,18,Proportion,PCV3,71,Australia,3,Both,2029,0.934,0.892,0.962
better,18,Proportion,PCV3,71,Australia,3,Both,2029,0.999,0.999,0.999
worse,18,Proportion,PCV3,71,Australia,3,Both,2030,0.817,0.775,0.843
reference,18,Proportion,PCV3,71,Australia,3,Both,2030,0.935,0.893,0.963
better,18,Proportion,PCV3,71,Australia,3,Both,2030,0.999,0.999,0.999
worse,18,Proportion,DTP3,72,New Zealand,3,Both,2024,0.864,0.811,0.907
reference,18,Proportion,DTP3,72,New Zealand,3,Both,2024,0.881,0.828,0.925
better,18,Proportion,DTP3,72,New Zealand,3,Both,2024,0.909,0.853,0.955
worse,18,Proportion,DTP3,72,New Zealand,3,Both,2025,0.849,0.797,0.891
reference,18,Proportion,DTP3,72,New Zealand,3,Both,2025,0.883,0.829,0.926
better,18,Proportion,DTP3,72,New Zealand,3,Both,2025,0.94,0.882,0.987
worse,18,Proportion,DTP3,72,New Zealand,3,Both,2026,0.834,0.782,0.874
reference,18,Proportion,DTP3,72,New Zealand,3,Both,2026,0.884,0.831,0.927
better,18,Proportion,DTP3,72,New Zealand,3,Both,2026,0.969,0.911,1
worse,18,Proportion,DTP3,72,New Zealand,3,Both,2027,0.819,0.768,0.859
reference,18,Proportion,DTP3,72,New Zealand,3,Both,2027,0.885,0.833,0.928
better,18,Proportion,DTP3,72,New Zealand,3,Both,2027,0.989,0.942,1
worse,18,Proportion,DTP3,72,New Zealand,3,Both,2028,0.804,0.755,0.844
reference,18,Proportion,DTP3,72,New Zealand,3,Both,2028,0.886,0.834,0.928
better,18,Proportion,DTP3,72,New Zealand,3,Both,2028,0.998,0.974,1
worse,18,Proportion,DTP3,72,New Zealand,3,Both,2029,0.79,0.741,0.829
reference,18,Proportion,DTP3,72,New Zealand,3,Both,2029,0.888,0.836,0.929
better,18,Proportion,DTP3,72,New Zealand,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,72,New Zealand,3,Both,2030,0.776,0.728,0.814
reference,18,Proportion,DTP3,72,New Zealand,3,Both,2030,0.889,0.837,0.93
better,18,Proportion,DTP3,72,New Zealand,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,72,New Zealand,3,Both,2024,0.86,0.793,0.911
reference,18,Proportion,MCV2,72,New Zealand,3,Both,2024,0.88,0.816,0.932
better,18,Proportion,MCV2,72,New Zealand,3,Both,2024,0.91,0.843,0.964
worse,18,Proportion,MCV2,72,New Zealand,3,Both,2025,0.843,0.774,0.895
reference,18,Proportion,MCV2,72,New Zealand,3,Both,2025,0.883,0.819,0.934
better,18,Proportion,MCV2,72,New Zealand,3,Both,2025,0.943,0.875,0.983
worse,18,Proportion,MCV2,72,New Zealand,3,Both,2026,0.826,0.758,0.879
reference,18,Proportion,MCV2,72,New Zealand,3,Both,2026,0.885,0.822,0.936
better,18,Proportion,MCV2,72,New Zealand,3,Both,2026,0.968,0.906,0.986
worse,18,Proportion,MCV2,72,New Zealand,3,Both,2027,0.809,0.742,0.862
reference,18,Proportion,MCV2,72,New Zealand,3,Both,2027,0.887,0.825,0.937
better,18,Proportion,MCV2,72,New Zealand,3,Both,2027,0.98,0.938,0.987
worse,18,Proportion,MCV2,72,New Zealand,3,Both,2028,0.792,0.725,0.846
reference,18,Proportion,MCV2,72,New Zealand,3,Both,2028,0.889,0.827,0.939
better,18,Proportion,MCV2,72,New Zealand,3,Both,2028,0.984,0.969,0.987
worse,18,Proportion,MCV2,72,New Zealand,3,Both,2029,0.776,0.708,0.83
reference,18,Proportion,MCV2,72,New Zealand,3,Both,2029,0.891,0.829,0.94
better,18,Proportion,MCV2,72,New Zealand,3,Both,2029,0.985,0.982,0.988
worse,18,Proportion,MCV2,72,New Zealand,3,Both,2030,0.76,0.691,0.816
reference,18,Proportion,MCV2,72,New Zealand,3,Both,2030,0.893,0.831,0.941
better,18,Proportion,MCV2,72,New Zealand,3,Both,2030,0.986,0.983,0.989
worse,18,Proportion,PCV3,72,New Zealand,3,Both,2024,0.857,0.75,0.916
reference,18,Proportion,PCV3,72,New Zealand,3,Both,2024,0.874,0.777,0.932
better,18,Proportion,PCV3,72,New Zealand,3,Both,2024,0.904,0.823,0.96
worse,18,Proportion,PCV3,72,New Zealand,3,Both,2025,0.841,0.727,0.903
reference,18,Proportion,PCV3,72,New Zealand,3,Both,2025,0.876,0.779,0.933
better,18,Proportion,PCV3,72,New Zealand,3,Both,2025,0.935,0.859,0.988
worse,18,Proportion,PCV3,72,New Zealand,3,Both,2026,0.825,0.709,0.89
reference,18,Proportion,PCV3,72,New Zealand,3,Both,2026,0.877,0.781,0.934
better,18,Proportion,PCV3,72,New Zealand,3,Both,2026,0.966,0.897,0.999
worse,18,Proportion,PCV3,72,New Zealand,3,Both,2027,0.81,0.69,0.878
reference,18,Proportion,PCV3,72,New Zealand,3,Both,2027,0.878,0.783,0.934
better,18,Proportion,PCV3,72,New Zealand,3,Both,2027,0.987,0.936,0.999
worse,18,Proportion,PCV3,72,New Zealand,3,Both,2028,0.795,0.669,0.867
reference,18,Proportion,PCV3,72,New Zealand,3,Both,2028,0.88,0.785,0.935
better,18,Proportion,PCV3,72,New Zealand,3,Both,2028,0.996,0.97,0.999
worse,18,Proportion,PCV3,72,New Zealand,3,Both,2029,0.78,0.649,0.855
reference,18,Proportion,PCV3,72,New Zealand,3,Both,2029,0.881,0.787,0.936
better,18,Proportion,PCV3,72,New Zealand,3,Both,2029,0.999,0.997,0.999
worse,18,Proportion,PCV3,72,New Zealand,3,Both,2030,0.766,0.631,0.844
reference,18,Proportion,PCV3,72,New Zealand,3,Both,2030,0.882,0.788,0.936
better,18,Proportion,PCV3,72,New Zealand,3,Both,2030,0.999,0.998,0.999
worse,18,Proportion,DTP3,74,Andorra,3,Both,2024,0.962,0.938,0.974
reference,18,Proportion,DTP3,74,Andorra,3,Both,2024,0.98,0.956,0.992
better,18,Proportion,DTP3,74,Andorra,3,Both,2024,1,1,1
worse,18,Proportion,DTP3,74,Andorra,3,Both,2025,0.945,0.921,0.956
reference,18,Proportion,DTP3,74,Andorra,3,Both,2025,0.98,0.956,0.992
better,18,Proportion,DTP3,74,Andorra,3,Both,2025,1,1,1
worse,18,Proportion,DTP3,74,Andorra,3,Both,2026,0.928,0.904,0.939
reference,18,Proportion,DTP3,74,Andorra,3,Both,2026,0.98,0.957,0.992
better,18,Proportion,DTP3,74,Andorra,3,Both,2026,1,1,1
worse,18,Proportion,DTP3,74,Andorra,3,Both,2027,0.911,0.887,0.924
reference,18,Proportion,DTP3,74,Andorra,3,Both,2027,0.98,0.957,0.992
better,18,Proportion,DTP3,74,Andorra,3,Both,2027,1,1,1
worse,18,Proportion,DTP3,74,Andorra,3,Both,2028,0.895,0.87,0.908
reference,18,Proportion,DTP3,74,Andorra,3,Both,2028,0.98,0.957,0.992
better,18,Proportion,DTP3,74,Andorra,3,Both,2028,1,1,1
worse,18,Proportion,DTP3,74,Andorra,3,Both,2029,0.879,0.854,0.892
reference,18,Proportion,DTP3,74,Andorra,3,Both,2029,0.98,0.957,0.992
better,18,Proportion,DTP3,74,Andorra,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,74,Andorra,3,Both,2030,0.863,0.838,0.878
reference,18,Proportion,DTP3,74,Andorra,3,Both,2030,0.981,0.958,0.992
better,18,Proportion,DTP3,74,Andorra,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,74,Andorra,3,Both,2024,0.95,0.916,0.974
reference,18,Proportion,MCV2,74,Andorra,3,Both,2024,0.973,0.953,0.985
