scenario,measure_id,measure_name,vaccine_name,location_id,location_name,sex_id,sex_name,year_id,mean,lower,upper
better,18,Proportion,DTP3,114,Haiti,3,Both,2024,0.647,0.471,0.791
worse,18,Proportion,DTP3,114,Haiti,3,Both,2025,0.604,0.439,0.738
reference,18,Proportion,DTP3,114,Haiti,3,Both,2025,0.632,0.462,0.77
better,18,Proportion,DTP3,114,Haiti,3,Both,2025,0.669,0.486,0.819
worse,18,Proportion,DTP3,114,Haiti,3,Both,2026,0.593,0.432,0.725
reference,18,Proportion,DTP3,114,Haiti,3,Both,2026,0.636,0.466,0.773
better,18,Proportion,DTP3,114,Haiti,3,Both,2026,0.691,0.503,0.847
worse,18,Proportion,DTP3,114,Haiti,3,Both,2027,0.583,0.424,0.712
reference,18,Proportion,DTP3,114,Haiti,3,Both,2027,0.64,0.47,0.776
better,18,Proportion,DTP3,114,Haiti,3,Both,2027,0.714,0.52,0.876
worse,18,Proportion,DTP3,114,Haiti,3,Both,2028,0.572,0.417,0.699
reference,18,Proportion,DTP3,114,Haiti,3,Both,2028,0.645,0.475,0.779
better,18,Proportion,DTP3,114,Haiti,3,Both,2028,0.738,0.537,0.906
worse,18,Proportion,DTP3,114,Haiti,3,Both,2029,0.562,0.409,0.687
reference,18,Proportion,DTP3,114,Haiti,3,Both,2029,0.65,0.481,0.783
better,18,Proportion,DTP3,114,Haiti,3,Both,2029,0.762,0.555,0.937
worse,18,Proportion,DTP3,114,Haiti,3,Both,2030,0.552,0.401,0.675
reference,18,Proportion,DTP3,114,Haiti,3,Both,2030,0.655,0.487,0.787
better,18,Proportion,DTP3,114,Haiti,3,Both,2030,0.787,0.573,0.97
worse,18,Proportion,MCV2,114,Haiti,3,Both,2024,0.563,0.357,0.75
reference,18,Proportion,MCV2,114,Haiti,3,Both,2024,0.577,0.368,0.764
better,18,Proportion,MCV2,114,Haiti,3,Both,2024,0.595,0.379,0.782
worse,18,Proportion,MCV2,114,Haiti,3,Both,2025,0.57,0.362,0.756
reference,18,Proportion,MCV2,114,Haiti,3,Both,2025,0.599,0.384,0.784
better,18,Proportion,MCV2,114,Haiti,3,Both,2025,0.636,0.412,0.823
worse,18,Proportion,MCV2,114,Haiti,3,Both,2026,0.573,0.365,0.759
reference,18,Proportion,MCV2,114,Haiti,3,Both,2026,0.618,0.398,0.802
better,18,Proportion,MCV2,114,Haiti,3,Both,2026,0.676,0.443,0.862
worse,18,Proportion,MCV2,114,Haiti,3,Both,2027,0.573,0.365,0.759
reference,18,Proportion,MCV2,114,Haiti,3,Both,2027,0.635,0.413,0.817
better,18,Proportion,MCV2,114,Haiti,3,Both,2027,0.714,0.472,0.891
worse,18,Proportion,MCV2,114,Haiti,3,Both,2028,0.572,0.364,0.756
reference,18,Proportion,MCV2,114,Haiti,3,Both,2028,0.65,0.429,0.83
better,18,Proportion,MCV2,114,Haiti,3,Both,2028,0.75,0.5,0.908
worse,18,Proportion,MCV2,114,Haiti,3,Both,2029,0.568,0.361,0.752
reference,18,Proportion,MCV2,114,Haiti,3,Both,2029,0.664,0.442,0.841
better,18,Proportion,MCV2,114,Haiti,3,Both,2029,0.781,0.528,0.92
worse,18,Proportion,MCV2,114,Haiti,3,Both,2030,0.563,0.357,0.746
reference,18,Proportion,MCV2,114,Haiti,3,Both,2030,0.677,0.454,0.851
better,18,Proportion,MCV2,114,Haiti,3,Both,2030,0.81,0.556,0.93
worse,18,Proportion,PCV3,114,Haiti,3,Both,2024,0.609,0.439,0.751
reference,18,Proportion,PCV3,114,Haiti,3,Both,2024,0.623,0.45,0.766
better,18,Proportion,PCV3,114,Haiti,3,Both,2024,0.641,0.462,0.789
worse,18,Proportion,PCV3,114,Haiti,3,Both,2025,0.598,0.431,0.737
reference,18,Proportion,PCV3,114,Haiti,3,Both,2025,0.626,0.454,0.768
better,18,Proportion,PCV3,114,Haiti,3,Both,2025,0.662,0.477,0.816
worse,18,Proportion,PCV3,114,Haiti,3,Both,2026,0.587,0.423,0.723
reference,18,Proportion,PCV3,114,Haiti,3,Both,2026,0.629,0.458,0.771
better,18,Proportion,PCV3,114,Haiti,3,Both,2026,0.684,0.493,0.842
worse,18,Proportion,PCV3,114,Haiti,3,Both,2027,0.576,0.415,0.71
reference,18,Proportion,PCV3,114,Haiti,3,Both,2027,0.633,0.462,0.774
better,18,Proportion,PCV3,114,Haiti,3,Both,2027,0.707,0.51,0.87
worse,18,Proportion,PCV3,114,Haiti,3,Both,2028,0.567,0.408,0.698
reference,18,Proportion,PCV3,114,Haiti,3,Both,2028,0.638,0.468,0.778
better,18,Proportion,PCV3,114,Haiti,3,Both,2028,0.731,0.527,0.899
worse,18,Proportion,PCV3,114,Haiti,3,Both,2029,0.557,0.4,0.686
reference,18,Proportion,PCV3,114,Haiti,3,Both,2029,0.644,0.474,0.783
better,18,Proportion,PCV3,114,Haiti,3,Both,2029,0.756,0.544,0.928
worse,18,Proportion,PCV3,114,Haiti,3,Both,2030,0.547,0.392,0.674
reference,18,Proportion,PCV3,114,Haiti,3,Both,2030,0.649,0.48,0.787
better,18,Proportion,PCV3,114,Haiti,3,Both,2030,0.781,0.562,0.962
worse,18,Proportion,DTP3,115,Jamaica,3,Both,2024,0.916,0.834,0.946
reference,18,Proportion,DTP3,115,Jamaica,3,Both,2024,0.934,0.852,0.964
better,18,Proportion,DTP3,115,Jamaica,3,Both,2024,0.964,0.878,0.996
worse,18,Proportion,DTP3,115,Jamaica,3,Both,2025,0.899,0.819,0.929
reference,18,Proportion,DTP3,115,Jamaica,3,Both,2025,0.935,0.854,0.964
better,18,Proportion,DTP3,115,Jamaica,3,Both,2025,0.988,0.906,1
worse,18,Proportion,DTP3,115,Jamaica,3,Both,2026,0.883,0.804,0.912
reference,18,Proportion,DTP3,115,Jamaica,3,Both,2026,0.936,0.857,0.965
better,18,Proportion,DTP3,115,Jamaica,3,Both,2026,0.996,0.936,1
worse,18,Proportion,DTP3,115,Jamaica,3,Both,2027,0.868,0.789,0.897
reference,18,Proportion,DTP3,115,Jamaica,3,Both,2027,0.937,0.859,0.966
better,18,Proportion,DTP3,115,Jamaica,3,Both,2027,0.998,0.966,1
worse,18,Proportion,DTP3,115,Jamaica,3,Both,2028,0.852,0.775,0.881
reference,18,Proportion,DTP3,115,Jamaica,3,Both,2028,0.938,0.861,0.966
better,18,Proportion,DTP3,115,Jamaica,3,Both,2028,0.999,0.998,1
worse,18,Proportion,DTP3,115,Jamaica,3,Both,2029,0.837,0.761,0.865
reference,18,Proportion,DTP3,115,Jamaica,3,Both,2029,0.939,0.863,0.967
better,18,Proportion,DTP3,115,Jamaica,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,115,Jamaica,3,Both,2030,0.822,0.747,0.851
reference,18,Proportion,DTP3,115,Jamaica,3,Both,2030,0.94,0.865,0.967
better,18,Proportion,DTP3,115,Jamaica,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,115,Jamaica,3,Both,2024,0.917,0.871,0.95
reference,18,Proportion,MCV2,115,Jamaica,3,Both,2024,0.939,0.896,0.968
better,18,Proportion,MCV2,115,Jamaica,3,Both,2024,0.969,0.93,0.984
worse,18,Proportion,MCV2,115,Jamaica,3,Both,2025,0.899,0.848,0.936
reference,18,Proportion,MCV2,115,Jamaica,3,Both,2025,0.942,0.9,0.97
better,18,Proportion,MCV2,115,Jamaica,3,Both,2025,0.98,0.968,0.986
worse,18,Proportion,MCV2,115,Jamaica,3,Both,2026,0.88,0.825,0.921
reference,18,Proportion,MCV2,115,Jamaica,3,Both,2026,0.944,0.903,0.972
better,18,Proportion,MCV2,115,Jamaica,3,Both,2026,0.982,0.975,0.987
worse,18,Proportion,MCV2,115,Jamaica,3,Both,2027,0.862,0.802,0.907
reference,18,Proportion,MCV2,115,Jamaica,3,Both,2027,0.946,0.906,0.973
better,18,Proportion,MCV2,115,Jamaica,3,Both,2027,0.984,0.977,0.988
worse,18,Proportion,MCV2,115,Jamaica,3,Both,2028,0.843,0.781,0.891
reference,18,Proportion,MCV2,115,Jamaica,3,Both,2028,0.947,0.908,0.974
better,18,Proportion,MCV2,115,Jamaica,3,Both,2028,0.985,0.979,0.989
worse,18,Proportion,MCV2,115,Jamaica,3,Both,2029,0.825,0.76,0.877
reference,18,Proportion,MCV2,115,Jamaica,3,Both,2029,0.949,0.91,0.975
better,18,Proportion,MCV2,115,Jamaica,3,Both,2029,0.985,0.98,0.99
worse,18,Proportion,MCV2,115,Jamaica,3,Both,2030,0.808,0.74,0.863
reference,18,Proportion,MCV2,115,Jamaica,3,Both,2030,0.95,0.912,0.976
better,18,Proportion,MCV2,115,Jamaica,3,Both,2030,0.986,0.981,0.99
worse,18,Proportion,PCV3,115,Jamaica,3,Both,2024,0,0,0
reference,18,Proportion,PCV3,115,Jamaica,3,Both,2024,0,0,0
better,18,Proportion,PCV3,115,Jamaica,3,Both,2024,0,0,0
worse,18,Proportion,PCV3,115,Jamaica,3,Both,2025,0,0,0
reference,18,Proportion,PCV3,115,Jamaica,3,Both,2025,0,0,0
better,18,Proportion,PCV3,115,Jamaica,3,Both,2025,0,0,0
worse,18,Proportion,PCV3,115,Jamaica,3,Both,2026,0,0,0
reference,18,Proportion,PCV3,115,Jamaica,3,Both,2026,0,0,0
better,18,Proportion,PCV3,115,Jamaica,3,Both,2026,0.996,0.936,1
worse,18,Proportion,PCV3,115,Jamaica,3,Both,2027,0,0,0
reference,18,Proportion,PCV3,115,Jamaica,3,Both,2027,0,0,0
better,18,Proportion,PCV3,115,Jamaica,3,Both,2027,0.998,0.966,1
worse,18,Proportion,PCV3,115,Jamaica,3,Both,2028,0,0,0
reference,18,Proportion,PCV3,115,Jamaica,3,Both,2028,0,0,0
better,18,Proportion,PCV3,115,Jamaica,3,Both,2028,0.999,0.997,1
worse,18,Proportion,PCV3,115,Jamaica,3,Both,2029,0,0,0
reference,18,Proportion,PCV3,115,Jamaica,3,Both,2029,0,0,0
better,18,Proportion,PCV3,115,Jamaica,3,Both,2029,1,1,1
worse,18,Proportion,PCV3,115,Jamaica,3,Both,2030,0,0,0
reference,18,Proportion,PCV3,115,Jamaica,3,Both,2030,0,0,0
better,18,Proportion,PCV3,115,Jamaica,3,Both,2030,1,1,1
worse,18,Proportion,DTP3,116,Saint Lucia,3,Both,2024,0.704,0.617,0.777
reference,18,Proportion,DTP3,116,Saint Lucia,3,Both,2024,0.722,0.634,0.794
better,18,Proportion,DTP3,116,Saint Lucia,3,Both,2024,0.741,0.649,0.817
worse,18,Proportion,DTP3,116,Saint Lucia,3,Both,2025,0.692,0.606,0.763
reference,18,Proportion,DTP3,116,Saint Lucia,3,Both,2025,0.726,0.639,0.798
better,18,Proportion,DTP3,116,Saint Lucia,3,Both,2025,0.766,0.669,0.845
worse,18,Proportion,DTP3,116,Saint Lucia,3,Both,2026,0.679,0.594,0.749
reference,18,Proportion,DTP3,116,Saint Lucia,3,Both,2026,0.731,0.644,0.802
better,18,Proportion,DTP3,116,Saint Lucia,3,Both,2026,0.791,0.69,0.875
worse,18,Proportion,DTP3,116,Saint Lucia,3,Both,2027,0.667,0.583,0.736
reference,18,Proportion,DTP3,116,Saint Lucia,3,Both,2027,0.735,0.649,0.805
better,18,Proportion,DTP3,116,Saint Lucia,3,Both,2027,0.818,0.712,0.906
worse,18,Proportion,DTP3,116,Saint Lucia,3,Both,2028,0.655,0.572,0.723
reference,18,Proportion,DTP3,116,Saint Lucia,3,Both,2028,0.739,0.654,0.809
better,18,Proportion,DTP3,116,Saint Lucia,3,Both,2028,0.845,0.734,0.937
worse,18,Proportion,DTP3,116,Saint Lucia,3,Both,2029,0.644,0.562,0.711
reference,18,Proportion,DTP3,116,Saint Lucia,3,Both,2029,0.743,0.659,0.812
better,18,Proportion,DTP3,116,Saint Lucia,3,Both,2029,0.873,0.757,0.97
worse,18,Proportion,DTP3,116,Saint Lucia,3,Both,2030,0.632,0.551,0.698
reference,18,Proportion,DTP3,116,Saint Lucia,3,Both,2030,0.747,0.664,0.815
better,18,Proportion,DTP3,116,Saint Lucia,3,Both,2030,0.902,0.782,1
worse,18,Proportion,MCV2,116,Saint Lucia,3,Both,2024,0.803,0.731,0.858
reference,18,Proportion,MCV2,116,Saint Lucia,3,Both,2024,0.824,0.752,0.878
better,18,Proportion,MCV2,116,Saint Lucia,3,Both,2024,0.85,0.775,0.908
worse,18,Proportion,MCV2,116,Saint Lucia,3,Both,2025,0.785,0.716,0.84
reference,18,Proportion,MCV2,116,Saint Lucia,3,Both,2025,0.826,0.756,0.88
better,18,Proportion,MCV2,116,Saint Lucia,3,Both,2025,0.88,0.803,0.942
worse,18,Proportion,MCV2,116,Saint Lucia,3,Both,2026,0.768,0.7,0.822
reference,18,Proportion,MCV2,116,Saint Lucia,3,Both,2026,0.829,0.76,0.882
better,18,Proportion,MCV2,116,Saint Lucia,3,Both,2026,0.911,0.83,0.967
worse,18,Proportion,MCV2,116,Saint Lucia,3,Both,2027,0.751,0.685,0.804
reference,18,Proportion,MCV2,116,Saint Lucia,3,Both,2027,0.832,0.763,0.884
better,18,Proportion,MCV2,116,Saint Lucia,3,Both,2027,0.938,0.859,0.969
worse,18,Proportion,MCV2,116,Saint Lucia,3,Both,2028,0.735,0.669,0.787
reference,18,Proportion,MCV2,116,Saint Lucia,3,Both,2028,0.835,0.767,0.886
better,18,Proportion,MCV2,116,Saint Lucia,3,Both,2028,0.956,0.889,0.969
worse,18,Proportion,MCV2,116,Saint Lucia,3,Both,2029,0.719,0.654,0.77
reference,18,Proportion,MCV2,116,Saint Lucia,3,Both,2029,0.837,0.77,0.888
better,18,Proportion,MCV2,116,Saint Lucia,3,Both,2029,0.963,0.922,0.969
worse,18,Proportion,MCV2,116,Saint Lucia,3,Both,2030,0.703,0.639,0.754
reference,18,Proportion,MCV2,116,Saint Lucia,3,Both,2030,0.839,0.774,0.889
better,18,Proportion,MCV2,116,Saint Lucia,3,Both,2030,0.966,0.958,0.969
worse,18,Proportion,PCV3,116,Saint Lucia,3,Both,2024,0,0,0
reference,18,Proportion,PCV3,116,Saint Lucia,3,Both,2024,0,0,0
better,18,Proportion,PCV3,116,Saint Lucia,3,Both,2024,0,0,0
worse,18,Proportion,PCV3,116,Saint Lucia,3,Both,2025,0,0,0
reference,18,Proportion,PCV3,116,Saint Lucia,3,Both,2025,0,0,0
better,18,Proportion,PCV3,116,Saint Lucia,3,Both,2025,0,0,0
worse,18,Proportion,PCV3,116,Saint Lucia,3,Both,2026,0,0,0
reference,18,Proportion,PCV3,116,Saint Lucia,3,Both,2026,0,0,0
better,18,Proportion,PCV3,116,Saint Lucia,3,Both,2026,0.791,0.69,0.875
worse,18,Proportion,PCV3,116,Saint Lucia,3,Both,2027,0,0,0
reference,18,Proportion,PCV3,116,Saint Lucia,3,Both,2027,0,0,0
better,18,Proportion,PCV3,116,Saint Lucia,3,Both,2027,0.818,0.712,0.906
worse,18,Proportion,PCV3,116,Saint Lucia,3,Both,2028,0,0,0
reference,18,Proportion,PCV3,116,Saint Lucia,3,Both,2028,0,0,0
better,18,Proportion,PCV3,116,Saint Lucia,3,Both,2028,0.845,0.734,0.937
worse,18,Proportion,PCV3,116,Saint Lucia,3,Both,2029,0,0,0
reference,18,Proportion,PCV3,116,Saint Lucia,3,Both,2029,0,0,0
better,18,Proportion,PCV3,116,Saint Lucia,3,Both,2029,0.873,0.757,0.97
worse,18,Proportion,PCV3,116,Saint Lucia,3,Both,2030,0,0,0
reference,18,Proportion,PCV3,116,Saint Lucia,3,Both,2030,0.747,0.664,0.815
better,18,Proportion,PCV3,116,Saint Lucia,3,Both,2030,0.902,0.782,1
worse,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2024,0.874,0.801,0.923
reference,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2024,0.893,0.821,0.942
better,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2024,0.92,0.843,0.972
worse,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2025,0.859,0.787,0.906
reference,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2025,0.895,0.825,0.944
better,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2025,0.95,0.871,1
worse,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2026,0.843,0.772,0.89
reference,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2026,0.898,0.829,0.945
better,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2026,0.976,0.9,1
worse,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2027,0.828,0.757,0.874
reference,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2027,0.9,0.833,0.947
better,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2027,0.991,0.93,1
worse,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2028,0.813,0.743,0.858
reference,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2028,0.903,0.836,0.948
better,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2028,0.997,0.961,1
worse,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2029,0.799,0.729,0.843
reference,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2029,0.905,0.839,0.949
better,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2029,0.999,0.993,1
worse,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2030,0.784,0.716,0.828
reference,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2030,0.907,0.842,0.95
better,18,Proportion,DTP3,117,Saint Vincent and the Grenadines,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2024,0.891,0.81,0.938
reference,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2024,0.913,0.833,0.961
better,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2024,0.942,0.858,0.993
worse,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2025,0.872,0.793,0.919
reference,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2025,0.915,0.837,0.962
better,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2025,0.971,0.889,0.999
worse,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2026,0.853,0.776,0.898
reference,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2026,0.917,0.841,0.963
better,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2026,0.988,0.921,0.999
worse,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2027,0.835,0.759,0.878
reference,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2027,0.92,0.845,0.964
better,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2027,0.995,0.953,0.999
worse,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2028,0.818,0.742,0.86
reference,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2028,0.922,0.849,0.965
better,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2028,0.998,0.987,0.999
worse,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2029,0.8,0.726,0.84
reference,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2029,0.923,0.852,0.966
better,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2029,0.999,0.999,0.999
worse,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2030,0.783,0.71,0.822
reference,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2030,0.925,0.855,0.967
better,18,Proportion,MCV2,117,Saint Vincent and the Grenadines,3,Both,2030,0.999,0.999,0.999
worse,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2024,0,0,0
reference,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2024,0,0,0
better,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2024,0,0,0
worse,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2025,0,0,0
reference,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2025,0,0,0
better,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2025,0,0,0
worse,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2026,0,0,0
reference,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2026,0,0,0
better,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2026,0.976,0.899,1
worse,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2027,0,0,0
reference,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2027,0,0,0
better,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2027,0.99,0.93,1
worse,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2028,0,0,0
reference,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2028,0,0,0
better,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2028,0.997,0.961,1
worse,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2029,0,0,0
reference,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2029,0,0,0
better,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2029,0.999,0.993,1
worse,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2030,0,0,0
reference,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2030,0,0,0
better,18,Proportion,PCV3,117,Saint Vincent and the Grenadines,3,Both,2030,1,1,1
worse,18,Proportion,DTP3,118,Suriname,3,Both,2024,0.722,0.652,0.785
reference,18,Proportion,DTP3,118,Suriname,3,Both,2024,0.737,0.667,0.801
better,18,Proportion,DTP3,118,Suriname,3,Both,2024,0.759,0.686,0.827
worse,18,Proportion,DTP3,118,Suriname,3,Both,2025,0.709,0.64,0.77
reference,18,Proportion,DTP3,118,Suriname,3,Both,2025,0.74,0.67,0.803
better,18,Proportion,DTP3,118,Suriname,3,Both,2025,0.785,0.708,0.856
worse,18,Proportion,DTP3,118,Suriname,3,Both,2026,0.696,0.628,0.756
reference,18,Proportion,DTP3,118,Suriname,3,Both,2026,0.743,0.673,0.806
better,18,Proportion,DTP3,118,Suriname,3,Both,2026,0.811,0.731,0.886
worse,18,Proportion,DTP3,118,Suriname,3,Both,2027,0.684,0.616,0.742
reference,18,Proportion,DTP3,118,Suriname,3,Both,2027,0.746,0.677,0.808
better,18,Proportion,DTP3,118,Suriname,3,Both,2027,0.838,0.754,0.917
worse,18,Proportion,DTP3,118,Suriname,3,Both,2028,0.671,0.605,0.729
reference,18,Proportion,DTP3,118,Suriname,3,Both,2028,0.749,0.681,0.811
better,18,Proportion,DTP3,118,Suriname,3,Both,2028,0.866,0.779,0.948
worse,18,Proportion,DTP3,118,Suriname,3,Both,2029,0.659,0.594,0.716
reference,18,Proportion,DTP3,118,Suriname,3,Both,2029,0.753,0.685,0.814
better,18,Proportion,DTP3,118,Suriname,3,Both,2029,0.894,0.805,0.98
worse,18,Proportion,DTP3,118,Suriname,3,Both,2030,0.648,0.583,0.703
reference,18,Proportion,DTP3,118,Suriname,3,Both,2030,0.757,0.689,0.817
better,18,Proportion,DTP3,118,Suriname,3,Both,2030,0.923,0.831,1
worse,18,Proportion,MCV2,118,Suriname,3,Both,2024,0.579,0.483,0.671
reference,18,Proportion,MCV2,118,Suriname,3,Both,2024,0.593,0.496,0.683
better,18,Proportion,MCV2,118,Suriname,3,Both,2024,0.612,0.513,0.702
worse,18,Proportion,MCV2,118,Suriname,3,Both,2025,0.583,0.487,0.674
reference,18,Proportion,MCV2,118,Suriname,3,Both,2025,0.611,0.514,0.7
better,18,Proportion,MCV2,118,Suriname,3,Both,2025,0.651,0.55,0.74
worse,18,Proportion,MCV2,118,Suriname,3,Both,2026,0.584,0.489,0.675
reference,18,Proportion,MCV2,118,Suriname,3,Both,2026,0.628,0.53,0.716
better,18,Proportion,MCV2,118,Suriname,3,Both,2026,0.69,0.585,0.78
worse,18,Proportion,MCV2,118,Suriname,3,Both,2027,0.584,0.489,0.675
reference,18,Proportion,MCV2,118,Suriname,3,Both,2027,0.644,0.545,0.731
better,18,Proportion,MCV2,118,Suriname,3,Both,2027,0.729,0.626,0.818
worse,18,Proportion,MCV2,118,Suriname,3,Both,2028,0.583,0.487,0.673
reference,18,Proportion,MCV2,118,Suriname,3,Both,2028,0.659,0.56,0.745
better,18,Proportion,MCV2,118,Suriname,3,Both,2028,0.768,0.664,0.843
worse,18,Proportion,MCV2,118,Suriname,3,Both,2029,0.58,0.484,0.671
reference,18,Proportion,MCV2,118,Suriname,3,Both,2029,0.673,0.574,0.758
better,18,Proportion,MCV2,118,Suriname,3,Both,2029,0.801,0.701,0.864
worse,18,Proportion,MCV2,118,Suriname,3,Both,2030,0.576,0.48,0.667
reference,18,Proportion,MCV2,118,Suriname,3,Both,2030,0.685,0.586,0.769
better,18,Proportion,MCV2,118,Suriname,3,Both,2030,0.828,0.742,0.876
worse,18,Proportion,PCV3,118,Suriname,3,Both,2024,0,0,0
reference,18,Proportion,PCV3,118,Suriname,3,Both,2024,0,0,0
better,18,Proportion,PCV3,118,Suriname,3,Both,2024,0,0,0
worse,18,Proportion,PCV3,118,Suriname,3,Both,2025,0,0,0
reference,18,Proportion,PCV3,118,Suriname,3,Both,2025,0,0,0
better,18,Proportion,PCV3,118,Suriname,3,Both,2025,0,0,0
worse,18,Proportion,PCV3,118,Suriname,3,Both,2026,0,0,0
reference,18,Proportion,PCV3,118,Suriname,3,Both,2026,0,0,0
better,18,Proportion,PCV3,118,Suriname,3,Both,2026,0.811,0.731,0.886
worse,18,Proportion,PCV3,118,Suriname,3,Both,2027,0,0,0
reference,18,Proportion,PCV3,118,Suriname,3,Both,2027,0,0,0
better,18,Proportion,PCV3,118,Suriname,3,Both,2027,0.838,0.754,0.916
worse,18,Proportion,PCV3,118,Suriname,3,Both,2028,0,0,0
reference,18,Proportion,PCV3,118,Suriname,3,Both,2028,0,0,0
better,18,Proportion,PCV3,118,Suriname,3,Both,2028,0.865,0.779,0.948
worse,18,Proportion,PCV3,118,Suriname,3,Both,2029,0,0,0
reference,18,Proportion,PCV3,118,Suriname,3,Both,2029,0,0,0
better,18,Proportion,PCV3,118,Suriname,3,Both,2029,0.894,0.805,0.98
worse,18,Proportion,PCV3,118,Suriname,3,Both,2030,0,0,0
reference,18,Proportion,PCV3,118,Suriname,3,Both,2030,0,0,0
better,18,Proportion,PCV3,118,Suriname,3,Both,2030,0.923,0.831,1
worse,18,Proportion,DTP3,119,Trinidad and Tobago,3,Both,2024,0.805,0.762,0.841
reference,18,Proportion,DTP3,119,Trinidad and Tobago,3,Both,2024,0.821,0.778,0.857
better,18,Proportion,DTP3,119,Trinidad and Tobago,3,Both,2024,0.847,0.803,0.886
worse,18,Proportion,DTP3,119,Trinidad and Tobago,3,Both,2025,0.791,0.748,0.826
reference,18,Proportion,DTP3,119,Trinidad and Tobago,3,Both,2025,0.823,0.78,0.859
better,18,Proportion,DTP3,119,Trinidad and Tobago,3,Both,2025,0.876,0.829,0.916
worse,18,Proportion,DTP3,119,Trinidad and Tobago,3,Both,2026,0.777,0.734,0.812
reference,18,Proportion,DTP3,119,Trinidad and Tobago,3,Both,2026,0.825,0.782,0.86
better,18,Proportion,DTP3,119,Trinidad and Tobago,3,Both,2026,0.905,0.856,0.947
worse,18,Proportion,DTP3,119,Trinidad and Tobago,3,Both,2027,0.763,0.721,0.797
